email,fax,form,govxcontentsection,govxdescription,language,managername,mmdOfficesTypes,mmdOfficesTypes_tid,nid,officenamecode,officetypecode,payments,receptionaddressnotes,receptionphonenumbers,title,websiteurl
etir@golan.org.il,04-6961535,"{""onlineurl"": ""~"", ""email"": ""etir@golan.org.il\r\n"", ""fax"": ""04-6961535\r\n"", ""letter"": ""\u05ea.\u05d3. 13, \u05e7\u05e6\u05e8\u05d9\u05df 1290005\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,אתי ריימונד,ועדים מקומיים,371,3828,13847,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 732, \u05d7\u05e9\u05d1\u05d5\u05df 2600/43\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 732, \u05d7\u05e9\u05d1\u05d5\u05df 2600/43\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ת.ד. 13, קצרין 1290005",04-6969701,אבני איתן,"{""url"": ""www.golan.org.il"", ""title"": ""www.golan.org.il""}"
rafiav@shomron.org.il,03-9066407,"{""onlineurl"": ""~"", ""email"": ""rafiav@shomron.org.il"", ""fax"": ""03-9066407"", ""letter"": ""\u05ea.\u05d3. 1, \u05d0.\u05ea \u05d1\u05e8\u05e7\u05df 4482000\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,רפי אביטל,ועדים מקומיים,371,3868,13885,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d0\u05d5\u05e6\u05e8 \u05d4\u05d7\u05d9\u05d9\u05dc, \u05e1\u05e0\u05d9\u05e3 343, \u05d7\u05e9\u05d1\u05d5\u05df 33348\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d0\u05d5\u05e6\u05e8 \u05d4\u05d7\u05d9\u05d9\u05dc, \u05e1\u05e0\u05d9\u05e3 343, \u05d7\u05e9\u05d1\u05d5\u05df 33348\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ת.ד. 1, א.ת ברקן 4482000",039066444,אבני חפץ,"{""url"": ""www.shomron.org.il"", ""title"": ""www.shomron.org.il""}"
davidb@dead-sea.org.il,02-9943223,"{""onlineurl"": ""~"", ""email"": ""davidb@dead-sea.org.il"", ""fax"": ""02-9943223"", ""letter"": ""\u05d3.\u05e0. \u05e2\u05e8\u05d1\u05d5\u05ea \u05d4\u05d9\u05e8\u05d3\u05df 90666\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>,,he,דוד בלאו,ועדים מקומיים,371,3921,13938,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 436, \u05d7\u05e9\u05d1\u05d5\u05df 652994"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 436, \u05d7\u05e9\u05d1\u05d5\u05df 652994"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",ד.נ. ערבות הירדן 90666,02-9945003,אבנת,"{""url"": ""www.dead-sea.org.il"", ""title"": ""www.dead-sea.org.il""}"
mordib@erc.org.il,08-9929147,"{""onlineurl"": ""~"", ""email"": ""mordib@erc.org.il"", ""fax"": ""08-9929147"", ""letter"": ""\u05de.\u05d0. \u05d0\u05e9\u05db\u05d5\u05dc, \u05d3.\u05e0. \u05d4\u05e0\u05d2\u05d1 85465\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>,,he,מרדכי ביטון,ועדים מקומיים,371,3627,13669,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 633, \u05d7\u05e9\u05d1\u05d5\u05df 9164"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 633, \u05d7\u05e9\u05d1\u05d5\u05df 9164"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","מ.א. אשכול, ד.נ. הנגב 85465",08-9929103,אבשלום,"{""url"": ""www.eshkol.info"", ""title"": ""www.eshkol.info""}"
noam@renecassin.org.il,02-5401564,"{""onlineurl"": ""~"", ""email"": ""noam@renecassin.org.il\r\n"", ""fax"": ""02-5401564\r\n"", ""letter"": ""\u05d0\u05d2\u05e8\u05d9\u05e4\u05e1 42 \u05d0\u05d2\u05d5\u05d3\u05ea \u05e8\u05e0\u05d4 \u05e7\u05d0\u05e1\u05df\r\n""}","<p dir=""RTL"">חברות עירוניות הן תאגידים עירוניים המוקמים על ידי רשויות מקומיות ומנוהלים על ידי אנשי מקצוע ונציגי ציבור, בבעלות מלאה או חלקית של הרשות המקומית.</p><p dir=""RTL"">החברות העירוניות מעניקות שירות לתושבים בתחומה של הרשות המקומית במגוון תחומים כגון תרבות וספורט או מקדמים פרויקטים על בסיס עסקי לתועלת הציבור.</p><p dir=""RTL"">חוק חופש המידע חל על חברות עירוניות שלרשות המקומית יש למעלה ממחצית כוח ההצבעה בהן. על אף הזיקה ההדוקה בין הרשות המקומית לבין החברות העירוניות שבשליטתה, חוק חופש המידע רואה בחברה העירונית כרשות ציבורית נפרדת וחלים עליה כל החובות על פי החוק.</p>",,und,נועם מוזס,חברה עירונית,325,1309,10139,10,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7-\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd \u05e1\u05e0\u05d9\u05e3-783 \u05d7\u05e9\u05d1\u05d5\u05df -98808\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7-\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd \u05e1\u05e0\u05d9\u05e3-783 \u05d7\u05e9\u05d1\u05d5\u05df -98808\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",אגריפס 42 אגודת רנה קאסן,02-5822070,אגודת בית ספר תיכון עירוני כל ישראל חברים על שם בית ספר רנה קאסן,"{""url"": """", ""title"": """"}"
musdorit@012.net.il,03-6315103,"{""onlineurl"": ""~"", ""email"": ""musdorit@012.net.il"", ""fax"": ""03-6315103"", ""letter"": ""\u05d4\u05e4\u05d0\u05e8\u05e7 \u05d4\u05dc\u05d0\u05d5\u05de\u05d9 \u05ea.\u05d3. 947 \u05e8\u05de\u05ea-\u05d2\u05df 5210901""}","<p dir=""RTL"">חברות עירוניות הן תאגידים עירוניים המוקמים על ידי רשויות מקומיות ומנוהלים על ידי אנשי מקצוע ונציגי ציבור, בבעלות מלאה או חלקית של הרשות המקומית.</p><p dir=""RTL"">החברות העירוניות מעניקות שירות לתושבים בתחומה של הרשות המקומית במגוון תחומים כגון תרבות וספורט או מקדמים פרויקטים על בסיס עסקי לתועלת הציבור.</p><p dir=""RTL"">חוק חופש המידע חל על חברות עירוניות שלרשות המקומית יש למעלה ממחצית כוח ההצבעה בהן. על אף הזיקה ההדוקה בין הרשות המקומית לבין החברות העירוניות שבשליטתה, חוק חופש המידע רואה בחברה העירונית כרשות ציבורית נפרדת וחלים עליה כל החובות על פי החוק.</p>",,und,דורית ווליניץ,חברה עירונית,325,1382,10224,10,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9 \u05e1\u05e0\u05d9\u05e3 851\r\n\u05d7\u05e9\u05d1\u05d5\u05df: 857607/13\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9 \u05e1\u05e0\u05d9\u05e3 851\r\n\u05d7\u05e9\u05d1\u05d5\u05df: 857607/13"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",הפארק הלאומי ת.ד. 947 רמת-גן 5210901,03-6315010,אגודת שוחרי מוזיאון האדם והחי,"{""url"": """", ""title"": """"}"
agam-11@maltar.co.il,04-9977645,"{""onlineurl"": ""~"", ""email"": ""agam-11@maltar.co.il"", ""fax"": ""04-9977645"", ""letter"": ""\u05d0\u05d2\u05dd \u05de\u05d5\u05e0\u05e4\u05d5\u05e8\u05d8 \u05de\u05e8\u05db\u05d6 \u05ea\u05d9\u05d9\u05e8\u05d5\u05ea \u05d5\u05e0\u05d5\u05e4\u05e9 \u05d1\u05e2\""\u05de \u05ea.\u05d3 59 , \u05de\u05e2\u05dc\u05d5\u05ea 24952 ""}","<p dir=""RTL"">חברות עירוניות הן תאגידים עירוניים המוקמים על ידי רשויות מקומיות ומנוהלים על ידי אנשי מקצוע ונציגי ציבור, בבעלות מלאה או חלקית של הרשות המקומית.</p><p dir=""RTL"">החברות העירוניות מעניקות שירות לתושבים בתחומה של הרשות המקומית במגוון תחומים כגון תרבות וספורט או מקדמים פרויקטים על בסיס עסקי לתועלת הציבור.</p><p dir=""RTL"">חוק חופש המידע חל על חברות עירוניות שלרשות המקומית יש למעלה ממחצית כוח ההצבעה בהן. על אף הזיקה ההדוקה בין הרשות המקומית לבין החברות העירוניות שבשליטתה, חוק חופש המידע רואה בחברה העירונית כרשות ציבורית נפרדת וחלים עליה כל החובות על פי החוק.</p>",,und,טובה אסולין,חברה עירונית,325,1516,10360,10,"{""onlineurl"": """", ""banktransfer"": ""\u05e4\u05e8\u05d8\u05d9 \u05d7\u05e9\u05d1\u05d5\u05df \u05d1\u05e0\u05e7:-\r\n\u05d1\u05e0\u05e7- 12\r\n\u05e1\u05e0\u05d9\u05e3 \u2013 732\r\n\u05d7\u05e9\u05d1\u05d5\u05df - 314003\r\n"", ""postalbank"": ""\u05e4\u05e8\u05d8\u05d9 \u05d7\u05e9\u05d1\u05d5\u05df \u05d1\u05e0\u05e7:-\r\n\u05d1\u05e0\u05e7- 12\r\n\u05e1\u05e0\u05d9\u05e3 \u2013 732\r\n\u05d7\u05e9\u05d1\u05d5\u05df - 314003\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","אגם מונפורט מרכז תיירות ונופש בע""מ ת.ד 59 , מעלות 24952",04-9573513,אגם מונפורט - מרכז תיירות ונופש בעמ,"{""url"": """", ""title"": """"}"
harhev@hrhevron.co.il,02-9963236,"{""onlineurl"": ""~\r\n"", ""email"": ""harhev@hrhevron.co.il"", ""fax"": ""02-9963236"", ""letter"": ""\u05d3.\u05e0. \u05d4\u05e8 \u05d7\u05d1\u05e8\u05d5\u05df, \u05e2\u05ea\u05e0\u05d9\u05d0\u05dc 9040700\r\n""}","<p><span style=""font-size: 12px;"">הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</span></p>",,he,מצליח פלורנס,ועדים מקומיים,371,3960,13977,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9 \u05e1\u05e0\u05d9\u05e3 797 \u05d2\u05d1\u05e2\u05ea \u05d0\u05d5\u05e8\u05e0\u05d9\u05dd \u05d7\u05e9\u05d1\u05d5\u05df 620100/25 \u2013 \u05dc\u05e4\u05e7\u05d5\u05d3\u05ea \u05de\u05d5\u05e2\u05e6\u05d4 \u05d0\u05d6\u05d5\u05e8\u05d9\u05ea \u05d4\u05e8 \u05d7\u05d1\u05e8\u05d5\u05df"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9 \u05e1\u05e0\u05d9\u05e3 797 \u05d2\u05d1\u05e2\u05ea \u05d0\u05d5\u05e8\u05e0\u05d9\u05dd \u05d7\u05e9\u05d1\u05d5\u05df 620100/25 \u2013 \u05dc\u05e4\u05e7\u05d5\u05d3\u05ea \u05de\u05d5\u05e2\u05e6\u05d4 \u05d0\u05d6\u05d5\u05e8\u05d9\u05ea \u05d4\u05e8 \u05d7\u05d1\u05e8\u05d5\u05df"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ד.נ. הר חברון, עתניאל 9040700",02-9969102,אדורה,"{""url"": ""www.harhevron.co.il"", ""title"": ""www.harhevron.co.il""}"
dover@hagilboa.org.il,04-6531451,"{""onlineurl"": ""~"", ""email"": ""dover@hagilboa.org.il"", ""fax"": ""04-6531451"", ""letter"": ""\u05d3.\u05e0. \u05d2\u05dc\u05d1\u05d5\u05e2, \u05de\u05d5\u05e2\u05e6\u05d4 \u05d0\u05d6\u05d5\u05e8\u05d9\u05ea \u05d2\u05dc\u05d1\u05d5\u05e2 1894400\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>,,he,שי אלט,ועדים מקומיים,371,3071,13153,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd (12), \u05e1\u05e0\u05d9\u05e3 \u05e2\u05e4\u05d5\u05dc\u05d4 \u05e2\u05e1\u05e7\u05d9\u05dd 472, \u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 19279"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd (12), \u05e1\u05e0\u05d9\u05e3 \u05e2\u05e4\u05d5\u05dc\u05d4 \u05e2\u05e1\u05e7\u05d9\u05dd 472, \u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 19279"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ד.נ. גלבוע, מועצה אזורית גלבוע 1894400",04-6533398,אדירים,"{""url"": ""www.hagilboa.org.il"", ""title"": ""www.hagilboa.org.il""}"
dmoshe@matteasher.org.il,04-9879794,"{""onlineurl"": ""~"", ""email"": ""dmoshe@matteasher.org.il"", ""fax"": ""04-9879794"", ""letter"": ""\u05d3.\u05e0. \u05d2\u05dc\u05d9\u05dc \u05de\u05e2\u05e8\u05d1\u05d9, \u05de\u05d5\u05e2\u05e6\u05d4 \u05de\u05e7\u05d5\u05de\u05d9\u05ea \u05de\u05d8\u05d4 \u05d0\u05e9\u05e8\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>,,he,משה דוידוביץ,ועדים מקומיים,371,3306,13081,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 960, \u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 117600/74"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 960, \u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 117600/74"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ד.נ. גליל מערבי, מועצה מקומית מטה אשר",04-9879602,אדמית,"{""url"": ""www.matte-asher-region.muni.il"", ""title"": ""www.matte-asher-region.muni.il""}"
pinit@m-yehuda.org.il,02-9958601,"{""onlineurl"": ""~"", ""email"": ""pinit@m-yehuda.org.il"", ""fax"": ""02-9958601"", ""letter"": ""\u05de\u05e8\u05db\u05d6 \u05d0\u05d6\u05d5\u05e8\u05d9 \u05d4\u05e8 \u05d8\u05d5\u05d1, \u05d3.\u05e0. \u05e9\u05de\u05e9\u05d5\u05df 99700\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,פיני טורן,ועדים מקומיים,371,3388,13433,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 916, \u05d7\u05e9\u05d1\u05d5\u05df 126700/66\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 916, \u05d7\u05e9\u05d1\u05d5\u05df 126700/66\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","מרכז אזורי הר טוב, ד.נ. שמשון 99700",02-9958982,אדרת,"{""url"": ""www.m-yehuda.org.il"", ""title"": ""www.m-yehuda.org.il""}"
avishagc@hof-hasharon.co.il,09-8859028,"{""onlineurl"": ""~"", ""email"": ""avishagc@hof-hasharon.co.il"", ""fax"": ""09-8859028"", ""letter"": ""\u05d3\u05d5\u05d0\u05e8 \u05e9\u05e4\u05d9\u05d9\u05dd 6099000\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,אבישג כרמי,ועדים מקומיים,371,3283,13360,13,"{""onlineurl"": """", ""banktransfer"": ""\u05de\u05d5\u05e2\u05e6\u05d4 \u05d0\u05d6\u05d5\u05e8\u05d9\u05ea \u05d7\u05d5\u05e3 \u05d4\u05e9\u05e8\u05d5\u05df\r\n\u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 507600/36\r\n\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9 \u05dc\u05d9\u05e9\u05e8\u05d0\u05dc \u05d1\u05e2\""\u05de\r\n\u05e1\u05e0\u05d9\u05e3 : \u05d0\u05dc\u05d5\u05e0\u05d9 \u05d4\u05e9\u05e8\u05d5\u05df\r\n\u05de\u05e1\u05e4\u05e8 648\r\n"", ""postalbank"": ""\u05de\u05d5\u05e2\u05e6\u05d4 \u05d0\u05d6\u05d5\u05e8\u05d9\u05ea \u05d7\u05d5\u05e3 \u05d4\u05e9\u05e8\u05d5\u05df\r\n\u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 507600/36\r\n\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9 \u05dc\u05d9\u05e9\u05e8\u05d0\u05dc \u05d1\u05e2\""\u05de\r\n\u05e1\u05e0\u05d9\u05e3 : \u05d0\u05dc\u05d5\u05e0\u05d9 \u05d4\u05e9\u05e8\u05d5\u05df\r\n\u05de\u05e1\u05e4\u05e8 648\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",דואר שפיים 6099000,09-9594662,אודים,"{""url"": ""www.hof-hasharon.co.il"", ""title"": ""www.hof-hasharon.co.il""}"
etir@golan.org.il,04-6961535,"{""onlineurl"": ""~"", ""email"": ""etir@golan.org.il"", ""fax"": ""04-6961535"", ""letter"": ""\u05ea.\u05d3. 13, \u05e7\u05e6\u05e8\u05d9\u05df 1290005\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,אתי ריימונד,ועדים מקומיים,371,3841,13860,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 732, \u05d7\u05e9\u05d1\u05d5\u05df 2600/43\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 732, \u05d7\u05e9\u05d1\u05d5\u05df 2600/43\r\n\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ת.ד. 13, קצרין 1290005",04-6969701,אודם,"{""url"": ""www.golan.org.il"", ""title"": ""www.golan.org.il""}"
mordib@erc.org.il,08-9929147,"{""onlineurl"": ""~"", ""email"": ""mordib@erc.org.il"", ""fax"": ""08-9929147"", ""letter"": ""\u05de.\u05d0. \u05d0\u05e9\u05db\u05d5\u05dc, \u05d3.\u05e0. \u05d4\u05e0\u05d2\u05d1 85465\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>,,he,מרדכי ביטון,ועדים מקומיים,371,3597,13639,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 633, \u05d7\u05e9\u05d1\u05d5\u05df 9164"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 633, \u05d7\u05e9\u05d1\u05d5\u05df 9164"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","מ.א. אשכול, ד.נ. הנגב 85465",08-9929103,אוהד,"{""url"": ""www.eshkol.info"", ""title"": ""www.eshkol.info""}"
hagay@menashe.co.il,04-6177659,"{""onlineurl"": ""~"", ""email"": ""hagay@menashe.co.il"", ""fax"": ""04-6177659"", ""letter"": ""\u05de\u05e8\u05db\u05d6 \u05d0\u05d6\u05d5\u05e8\u05d9 \u05de\u05e0\u05e9\u05d4, \u05d3.\u05e0. \u05d7\u05e4\u05e8 37845\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>,,he,חגי פלמר,ועדים מקומיים,371,3187,13268,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 072, \u05d7\u05e9\u05d1\u05d5\u05df 29943"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 072, \u05d7\u05e9\u05d1\u05d5\u05df 29943"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","מרכז אזורי מנשה, ד.נ. חפר 37845",04-6177304,אום אל-קוטוף,"{""url"": ""www.menashe.co.il"", ""title"": ""www.menashe.co.il""}"
Yaser@alqasoum.org.il,08-8683490,"{""onlineurl"": ""~"", ""email"": ""Yaser@alqasoum.org.il"", ""fax"": ""08-8683490"", ""letter"": ""\u05db\u05ea\u05d5\u05d1\u05ea \u05d4\u05de\u05d5\u05e2\u05e6\u05d4\r\n\u05e8\u05d7\u05d5\u05d1 \u05e9\u05d6\""\u05e8 31\r\n\u05d1\u05d9\u05ea \u05e9\u05e7\u05de\u05d4 \r\n\u05d1\u05d0\u05e8 \u05e9\u05d1\u05e2\r\n""}","<p style=""margin: 0px; padding: 0px; color: rgb(255, 255, 255); font-family: Verdana, Arial, sans-serif; font-size: 17.6px; text-align: right;""><span style=""color: rgb(0, 0, 0);"">הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</span></p><div>&nbsp;</div>",,he,יאסר אלעמור,ועדים מקומיים,371,5974,14006,14,"{""onlineurl"": """", ""banktransfer"": ""\u05d7\u05e9\u05d1\u05d5\u05df \u05de\u05e1\u05e4\u05e8 608700/56, \u05d0\u05dc \u05e7\u05d0\u05e1\u05d5\u05dd \u05e9\u05e2\""\u05de 500262696\r\n"", ""postalbank"": ""\u05d7\u05e9\u05d1\u05d5\u05df \u05de\u05e1\u05e4\u05e8 608700/56, \u05d0\u05dc \u05e7\u05d0\u05e1\u05d5\u05dd \u05e9\u05e2\""\u05de 500262696\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","כתובת המועצה
רחוב שז""ר 31
בית שקמה 
באר שבע",08-6797308,אום בטין,"{""url"": """", ""title"": """"}"
dover@hagilboa.org.il,04-6531451,"{""onlineurl"": ""~"", ""email"": ""dover@hagilboa.org.il"", ""fax"": ""04-6531451"", ""letter"": ""\u05d3.\u05e0. \u05d2\u05dc\u05d1\u05d5\u05e2, \u05de\u05d5\u05e2\u05e6\u05d4 \u05d0\u05d6\u05d5\u05e8\u05d9\u05ea \u05d2\u05dc\u05d1\u05d5\u05e2 1894400\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,שי אלט,ועדים מקומיים,371,3092,13174,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd (12), \u05e1\u05e0\u05d9\u05e3 \u05e2\u05e4\u05d5\u05dc\u05d4 \u05e2\u05e1\u05e7\u05d9\u05dd 472, \u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 19279"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd (12), \u05e1\u05e0\u05d9\u05e3 \u05e2\u05e4\u05d5\u05dc\u05d4 \u05e2\u05e1\u05e7\u05d9\u05dd 472, \u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 19279"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ד.נ. גלבוע, מועצה אזורית גלבוע 1894400",04-6533398,אומן,"{""url"": ""http://www.hagilboa.org.il"", ""title"": ""http://www.hagilboa.org.il""}"
