Title,Published,MMDOfficesTypes,GovXDescription,ManagerName,Email,Fax,ReceptionAddressNotes,ReceptionPhoneNumbers,websiteURL,PaymentBankTransfer,GovXContentSection,FormEmail,FormFax,FormLetter,FormOnlineURL,forWizard,MMDSubjects,MMDTypes,OfficeIcon,OfficeNameCode,OfficeTypeCode,PaymentCash,PaymentCheck,PaymentOnlineURL,PaymentPhone,PaymentPostalBank,PaymentTreasury
זוהר,Yes,רשות מקומית,,עינת שרזי ,anat@lachish.org.il,08-6871674 ,"מועצה אזורית לכיש, מרכז כפרי נהורה ",08-6871682  ,,"בנק הפועלים 
סניף 645
חשבון 643495 
","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
",anat@lachish.org.il,08-6871674 ,"מועצה אזורית לכיש, מרכז כפרי נהורה ",~,Yes,,,,14014,13,,,,,"בנק הפועלים 
סניף 645
חשבון 643495 
",
אחוזם,Yes,רשות מקומית,,עינת שרזי ,anat@lachish.org.il,08-6871674 ,"מועצה אזורית לכיש, מרכז כפרי נהורה ",08-6871682  ,,"בנק הפועלים 
סניף 645
חשבון 643495 
","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
",anat@lachish.org.il,08-6871674 ,"מועצה אזורית לכיש, מרכז כפרי נהורה ",~,Yes,,,,14013,13,,,,,"בנק הפועלים 
סניף 645
חשבון 643495 
",
תרבין א-צאנע (יישוב)*,Yes,רשות מקומית,, יאסר אלעמור,Yaser@alqasoum.org.il,08-8683490,"כתובת המועצה
רחוב שז""ר 31
בית שקמה 
באר שבע
",08-6797308,,"חשבון מספר 608700/56, אל קאסום שע""מ 500262696
","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
<p> </p>
",Yaser@alqasoum.org.il,08-8683490,"כתובת המועצה
רחוב שז""ר 31
בית שקמה 
באר שבע
",~,Yes,,,,14012,13,,,,,"חשבון מספר 608700/56, אל קאסום שע""מ 500262696
",
מכחול,Yes,רשות מקומית,, יאסר אלעמור,Yaser@alqasoum.org.il,08-8683490,"כתובת המועצה
רחוב שז""ר 31
בית שקמה 
באר שבע
",08-6797308,,"חשבון מספר 608700/56, אל קאסום שע""מ 500262696
","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
<p> </p>
",Yaser@alqasoum.org.il,08-8683490,"כתובת המועצה
רחוב שז""ר 31
בית שקמה 
באר שבע
",~,Yes,,,,14011,13,,,,,"חשבון מספר 608700/56, אל קאסום שע""מ 500262696
",
מולדה,Yes,רשות מקומית,, יאסר אלעמור,Yaser@alqasoum.org.il,08-8683490,"כתובת המועצה
רחוב שז""ר 31
בית שקמה 
באר שבע
",08-6797308,,"חשבון מספר 608700/56, אל קאסום שע""מ 500262696
","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
<p> </p>
",Yaser@alqasoum.org.il,08-8683490,"כתובת המועצה
רחוב שז""ר 31
בית שקמה 
באר שבע
",~,Yes,,,,14010,13,,,,,"חשבון מספר 608700/56, אל קאסום שע""מ 500262696
",
כחלה,Yes,רשות מקומית,, יאסר אלעמור,Yaser@alqasoum.org.il,08-8683490,"כתובת המועצה
רחוב שז""ר 31
בית שקמה 
באר שבע
",08-6797308,,"חשבון מספר 608700/56, אל קאסום שע""מ 500262696
","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
<p> </p>
",Yaser@alqasoum.org.il,08-8683490,"כתובת המועצה
רחוב שז""ר 31
בית שקמה 
באר שבע
",~,Yes,,,,14009,13,,,,,"חשבון מספר 608700/56, אל קאסום שע""מ 500262696
",
דריג'את,Yes,רשות מקומית,, יאסר אלעמור,Yaser@alqasoum.org.il, 08-8683490,"כתובת המועצה
רחוב שז""ר 31
בית שקמה 
באר שבע
",08-6797308,,"חשבון מספר 608700/56, אל קאסום שע""מ 500262696
","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
<p> </p>
",Yaser@alqasoum.org.il,08-8683490,"כתובת המועצה
רחוב שז""ר 31
בית שקמה 
באר שבע
",~,Yes,,,,14008,13,,,,,"חשבון מספר 608700/56, אל קאסום שע""מ 500262696
",
אל סייד,Yes,רשות מקומית,, יאסר אלעמור,Yaser@alqasoum.org.il,08-8683490,"כתובת המועצה
רחוב שז""ר 31
בית שקמה 
באר שבע
",08-6797308,,"חשבון מספר 608700/56, אל קאסום שע""מ 500262696
","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
<p> </p>
",Yaser@alqasoum.org.il,08-8683490,"כתובת המועצה
רחוב שז""ר 31
בית שקמה 
באר שבע
",~,Yes,,,,14007,13,,,,,"חשבון מספר 608700/56, אל קאסום שע""מ 500262696
",
אום בטין,Yes,רשות מקומית,, יאסר אלעמור,Yaser@alqasoum.org.il,08-8683490,"כתובת המועצה
רחוב שז""ר 31
בית שקמה 
באר שבע
",08-6797308,,"חשבון מספר 608700/56, אל קאסום שע""מ 500262696
","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
<p> </p>
",Yaser@alqasoum.org.il,08-8683490,"כתובת המועצה
רחוב שז""ר 31
בית שקמה 
באר שבע
",~,Yes,,,,14006,13,,,,,"חשבון מספר 608700/56, אל קאסום שע""מ 500262696
",
מפעלי גרנות,Yes,רשות מקומית,,חגי פלמר,hagay@menashe.co.il,04-6177659,"מרכז אזורי מנשה, ד.נ. חפר 37845",04-6177304,"<a href=""http://www.menashe.co.il"">http://www.menashe.co.il</a>","בנק פועלים, סניף 072, חשבון 29943
","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
",hagay@menashe.co.il,04-6177659,"מרכז אזורי מנשה, ד.נ. חפר 37845",~,Yes,,,,14005,13,,,,,"בנק פועלים, סניף 072, חשבון 29943
",
גבעת חביבה,Yes,רשות מקומית,,חגי פלמר,hagay@menashe.co.il,04-6177659,"מרכז אזורי מנשה, ד.נ. חפר 37845",04-6177304,"<a href=""http://www.menashe.co.il"">http://www.menashe.co.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
",hagay@menashe.co.il,04-6177659,"מרכז אזורי מנשה, ד.נ. חפר 37845",~,Yes,,,,14004,13,,,,,"בנק פועלים, סניף 072, חשבון 29943
","בנק פועלים, סניף 072, חשבון 29943
"
תעשיון צריפין,Yes,חברה ממשלתית,,תעשיון צריפין,elinor@emek-lod.org.il,03-9608890," ת.ד. 15, כפר חב""ד 6084000",03-6901007,"<a href=""http://www.emek-lod.org.il"">http://www.emek-lod.org.il</a>","בנק הפועלים, סניף 657, חשבון 4891","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
",elinor@emek-lod.org.il,03-9608890," ת.ד. 15, כפר חב""ד 6084000",~,Yes,,,,14003,13,,,,,"בנק הפועלים, סניף 657, חשבון 4891",
מפעלי חפר,Yes,רשות מקומית,,מפעלי חפר,sarit.m@hefer.org.il,09-8989292,מדרשת רופין 4025000,09-8981606,"<a href=""http://www.hefer.org.il"">http://www.hefer.org.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
",sarit.m@hefer.org.il,09-8989292,מדרשת רופין 4025000,~,Yes,,,,14002,13,,,,09-8989084,,תשלום במזומן ברשות
מפעלי נחם הרטוב,Yes,רשות מקומית,,פיני טורן,pinit@m-yehuda.org.il,02-9958601,"מרכז אזורי הר טוב, ד.נ. שמשון 99700", 02-9958982,"<a href=""http://www.m-yehuda.org.il"">http://www.m-yehuda.org.il</a>","בנק לאומי, סניף 916, חשבון 126700/66","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
",pinit@m-yehuda.org.il,02-9958601,"מרכז אזורי הר טוב, ד.נ. שמשון 99700",~,Yes,,,,14001,13,,,,,"בנק לאומי, סניף 916, חשבון 126700/66",
"מרכז כ""ח",Yes,רשות מקומית,,מזל יצחק ,Mazali@mvhr.org.il,04-6817482,"כתובת: צומת כח ד.נ. גליל עליון, 1227000",04-6818004,"<a href=""http://www.mvhr.org.il"">http://www.mvhr.org.il</a>","בנק הפועלים, סניף 718, חשבון 204239","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
",Mazali@mvhr.org.il,04-6817482,"כתובת: צומת כח ד.נ. גליל עליון, 1227000",~,Yes,,,,14000,13,,,,,"בנק הפועלים, סניף 718, חשבון 204239",
תעשיון ראם,Yes,רשות מקומית,,מירית דגני ,mirit@yoav.org.il,08-8500759,"מ.א. יואב ד""נ שקמים 7981601",08-8500718,"<a href=""http://www.yoav.org.il"">http://www.yoav.org.il</a>","בנק לאומי, סניף 928 , חשבון 14500/72","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
",mirit@yoav.org.il,"08-8500759
","מ.א. יואב ד""נ שקמים 7981601
",~,Yes,,,,13999,13,,,,,"בנק לאומי, סניף 928 , חשבון 14500/72",
תעשיון מיתרים,Yes,רשות מקומית,,מצליח פלורנס ,harhev@hrhevron.co.il,02-9963236,"ד.נ. הר חברון, עתניאל 9040700",02-9969102,"<a href=""http://www.harhevron.co.il"">http://www.harhevron.co.il</a>",בנק לאומי סניף 797 גבעת אורנים חשבון 620100/25 – לפקודת מועצה אזורית הר חברון ,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
",harhev@hrhevron.co.il,02-9963236,"ד.נ. הר חברון, עתניאל 9040700",~,Yes,,,,13998,13,,,,,בנק לאומי סניף 797 גבעת אורנים חשבון 620100/25 – לפקודת מועצה אזורית הר חברון ,
מפעלי צין - ערבה,Yes,רשות מקומית,,מיכל זיו,michalz@arava.co.il,08-6581487,"ד.נ. הערבה, מרכז ספיר 8682500",08-6592229 שלוחה 229,"<a href=""http://www.arava.co.il"">http://www.arava.co.il</a>",,"<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
",michalz@arava.co.il,08-6581487,"ד.נ. הערבה, מרכז ספיר 8682500",~,Yes,,,,13997,13,,,,,,
עידן הנגב,Yes,רשות מקומית,,עידן הנגב,08-9915885,08-9915831,ד.נ. הנגב 8532400,08-9915885,"<a href=""http://bns.org.il"">http://bns.org.il</a>","בנק לאומי, סניף 921, חשבון 12640009","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
","udin@bns.org.il
",08-9915831,ד.נ. הנגב 8532400,~,Yes,,,,13996,13,,משלוח המחאה,~,,"בנק לאומי, סניף 921, חשבון 12640009","תשלום במזומן, המחאה או כרטיס אשראי ברשות"
"מפעלי אבשלו""ם",Yes,רשות מקומית,,אודי נתן ,udin@bns.org.il,08-9915831,ד.נ. הנגב 8532400,08-9915885,"<a href=""http://bns.org.il"">http://bns.org.il</a>","בנק לאומי, סניף 921, חשבון 12640009","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
","udin@bns.org.il
",08-9915831,ד.נ. הנגב 8532400,~,Yes,,,,13995,13,,משלוח המחאה,~,,"בנק לאומי, סניף 921, חשבון 12640009","תשלום במזומן, המחאה או כרטיס אשראי ברשות"
תעשיון מבצע,Yes,רשות מקומית,,רוני אזולאי,roni@beer-tuvia.org.il,08-8509705,דואר באר טוביה 83815,08-8509706,"<a href=""http://www.beer-tuvia.org.il"">http://www.beer-tuvia.org.il</a>","בנק לאומי, סניף 985, חשבון 22000/66","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
",roni@beer-tuvia.org.il,08-8509705,"דואר באר טוביה 83815
",~,Yes,,,,13994,13,,,,,"בנק לאומי, סניף 985, חשבון 22000/66",
עד הלום,Yes,רשות מקומית,,רוני אזולאי,roni@beer-tuvia.org.il,08-8509705,דואר באר טוביה 83815,08-8509706,"<a href=""http://www.beer-tuvia.org.il"">http://www.beer-tuvia.org.il</a>","בנק לאומי, סניף 985, חשבון 22000/66","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
",roni@beer-tuvia.org.il,08-8509705,דואר באר טוביה 83815,~,Yes,,,,13993,13,,,,,"בנק לאומי, סניף 985, חשבון 22000/66",
מפעלי צומת מלאכי,Yes,רשות מקומית,,מפעלי צומת מלאכי,08-8509706,08-8509705,דואר באר טוביה 83815,08-8509706,"<a href=""http://www.beer-tuvia.org.il"">http://www.beer-tuvia.org.il</a>","בנק לאומי, סניף 985, חשבון 22000/66","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
",roni@beer-tuvia.org.il,08-8509705,דואר באר טוביה 83815,~,Yes,,,,13992,13,,,,,"בנק לאומי, סניף 985, חשבון 22000/66",
מפעלי כנות,Yes,רשות מקומית,,רוני אזולאי,08-8509706,08-8509705,דואר באר טוביה 83815,08-8509706,"<a href=""http://www.beer-tuvia.org.il"">http://www.beer-tuvia.org.il</a>","בנק לאומי, סניף 985, חשבון 22000/66","<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>
",roni@beer-tuvia.org.il,08-8509705,דואר באר טוביה 83815,,Yes,,,,13991,13,,,,,"בנק לאומי, סניף 985, חשבון 22000/66",
אורון,Yes,רשות מקומית,,אדוה לויד,adva@rng.org.il,08-6564100,ד.נ. חלוצה,08-6564169,"<a href=""http://www.rng.org.il"">http://www.rng.org.il</a>","מספר חשבון, 6382, סניף ושם הבנק בנק אוצר החייל – סניף 363  באר שבע
",,adva@rng.org.il,08-6564100,ד.נ. חלוצה ,~,Yes,,,,13990,13,,,,,"מספר חשבון, 6382, סניף ושם הבנק בנק אוצר החייל – סניף 363  באר שבע
",
בית לעברית ראשון לציון,Yes,חברה עירונית,,יפעת שלום,yifat@hebrewcenter.co.il,03-5248487,"בית לעברית ראשון לציון
רחוב אחד העם 7 ראשון לציון, 7531209
",035274577,,"בנק מזרחי, סניף 435, מספר חשבון 030196","<p dir=""RTL"">החברה עוסקת בתכנון, הקמה, תפעול, אחזקה וניהול של בית לעברית ראשון לציון, אשר יוקם בתחום העיר ראשון לציון. במסגרת זאת, פועלת החברה לקידום וטיפוח מפעל העברית והנגשתו, בין היתר, באמצעות הצגת מיצגים; ייזום, פיתוח, ניהול וקיום פעילויות רב-תחומיות בתחום העברית ובתחום התרבות העברית, אשר יופעלו בבית לעברית; וייזום, פיתוח, ניהול וקיום ופרויקטים חברתיים/חינוכיים/תרבותיים לטיפוח ולהעצמת העברית והתרבות העברית, אשר יופעלו בבית לעברית.</p>
",yifat@hebrewcenter.co.il,03-5248487,"בית לעברית ראשון לציון
רחוב אחד העם 7 ראשון לציון, 7531209
",,Yes,,,,10452,10,,,,,"בנק מזרחי, סניף 435, מספר חשבון 030196",
